SampleID,Date_Collected,AODC,Conductivity,Temperature,pH,Redox,DO,DIC,DOC,O2_mM,CH4_mM,CO2_mM,N2_mM,N2O_mM,Sulfide,Cl,Br,NO3,PO4,SO4,NO3_Sup,NO2_Sup,Ferrous,K,Na,Ca,Mg,Al,Ba,Ag,As,Be,Bi,Cd,Co,Cr,Cs,Cu,Zn,Fe,Ga,Mn,Li,Ni,Pb,Se,Sr,U,U_Sup,Ti_Sup,V_Sup,Cr52_Sup,Cr53_Sup,Mn_Sup,Fe_Sup,Co_Sup,Ni_Sup,Cu_Sup,Zn66_Sup,Zn68_Sup,Ga_Sup,Ge_Sup,As_Sup,Rb_Sup,Sr_Sup,Mo95_Sup,Mo98_Sup,Ru_Sup,Rh_Sup,Pd_Sup,Cd106_Sup,Cd111_Sup,Sn120_Sup,Sb_Sup,Te_Sup,Cs_Sup,Ba_Sup,La_Sup,Ce_Sup,Pr_Sup,Nd_Sup,Sm_Sup,Eu_Sup,Gd_Sup,Dy_Sup,Ho_Sup,Er_Sup,Tm_Sup,Yb_Sup,Lu_Sup,Hf_Sup,Ta_Sup,W_Sup,Re_Sup,Pt_Sup,Tl_Sup,Pb208_Sup,Th_Sup,U_SS,Ti_SS,V_SS,Cr52_SS,Cr53_SS,Mn_SS,Fe_SS,Co_SS,Ni_SS,Cu_SS,Zn66_SS,Zn68_SS,Ga_SS,Ge_SS,As_SS,Rb_SS,Sr_SS,Mo95_SS,Mo98_SS,Ru_SS,Rh_SS,Pd_SS,Cd106_SS,Cd111_SS,Sn120_SS,Sb_SS,Te_SS,Cs_SS,Ba_SS,La_SS,Ce_SS,Pr_SS,Nd_SS,Sm_SS,Eu_SS,Gd_SS,Dy_SS,Ho_SS,Er_SS,Tm_SS,Yb_SS,Lu_SS,Hf_SS,Ta_SS,W_SS,Re_SS,Pt_SS,Tl_SS,Pb208_SS,Th_SS,U_Plt,Ti_Plt,V_Plt,Cr52_Plt,Cr53_Plt,Mn_Plt,Fe_Plt,Co_Plt,Ni_Plt,Cu_Plt,Zn66_Plt,Zn68_Plt,Ga_Plt,Ge_Plt,As_Plt,Rb_Plt,Sr_Plt,Mo95_Plt,Mo98_Plt,Ru_Plt,Rh_Plt,Pd_Plt,Cd106_Plt,Cd111_Plt,Sn120_Plt,Sb_Plt,Te_Plt,Cs_Plt,Ba_Plt,La_Plt,Ce_Plt,Pr_Plt,Nd_Plt,Sm_Plt,Eu_Plt,Gd_Plt,Dy_Plt,Ho_Plt,Er_Plt,Tm_Plt,Yb_Plt,Lu_Plt,Hf_Plt,Ta_Plt,W_Plt,Re_Plt,Pt_Plt,Tl_Plt,Pb208_Plt,Th_Plt
GW066.71.2.20.13.02,41325,1827347.196,69.32,11.91,6.2,137,0.48,42.97,3.212,0.711056991,0.008193087,0.890746429,3.377147341,0,0.293,13.24791534,0.073805922,0.855629665,0,7.571786594,0.014168617,0,0.01,1.892282,30.691,12.576,0,0.021915,0.05399,0.007345,0,0,0,0,0,0,0,0,0.059672,0.095811,0,0.018246,0,0,0,0,0.135008,0,0.000214286,0.023560284,0.007228758,0.007570513,0.00690566,0.231018182,0.897184524,0.002418079,0.02715,0.051275132,1.410550505,1.233892157,0.01778744,0.001518519,0.000235556,0.039831373,0.229397727,0.001231579,0.001098639,0,0,0,0.000342767,0.000756757,0,0.000380165,0,0.000125313,0.128596107,0.009419664,0.007714286,0.005877069,0.030139269,0.006721088,0.001374728,0.005723992,0.004484663,0.000824242,0.001048193,0.000313609,0.001186047,0.000140952,0.000367041,3.68E-06,0,1.80E-06,1.37E-05,6.99E-05,0.002323718,8.19E-05,0.001876751,0.139234043,0.037764706,0.05675641,0.065427673,0.826060606,13.11144643,0.014220339,0.044794444,0.166529101,1.216308081,0.992553922,0.022222222,0.008212963,0.012688889,0.039270588,0.173685606,0.000985965,0.000911565,0,0,0,0.006144654,0.001282282,2.78E-06,0.000633609,0,0.001862155,0.200620438,0.0711247,0.095852381,0.042359338,0.208636986,0.05000907,0.00953159,0.039360934,0.02803272,0.005129293,0.012839357,0.00166075,0.010226744,0.001539048,0.000655431,2.39E-05,0,1.26E-05,0,0.000323577,0.027737179,1.58E-05,0.003077031,0.152595745,0.054699346,0.083532051,0.088811321,0.785563636,18.35500595,0.017661017,0.041855556,0.202492063,0.539409091,0.499127451,0.026057971,0.018800926,0.01776,0.020376471,0.018681818,0.000312281,0.000119048,0,9.71E-06,0.002720635,0.014040881,0.00103003,0.000113889,0.000134986,0,0.00245614,0.11620438,0.112091127,0.15947619,0.065432624,0.317678082,0.079492063,0.013812636,0.058363057,0.044973415,0.007335354,0.020210843,0.002712032,0.015866279,0.002291429,0.001144195,1.84E-06,0.000298535,1.08E-05,3.42E-06,0.000486179,0.045783654,0.00012069
GW773.35.2.4.13.02,41309,14059.54631,330.1,13.43,7.46,291,0.24,40.68,1.011,0.224769776,0,1.328285868,1.442046587,0,0.002,121.87,0.147004482,0.403265975,0,96.214,0,0,0,2.275406,33.649,82.909,0,0,0.182274,0.01078,0,0,0,0,0,0.006899,0,0.014059,0.040998,0,0.008454,0.253227,0.303919,0,0,0,0.270492,0.007055,0.00035014,0.006347518,0.000398693,0.000147436,7.55E-05,0.39809697,0.004708333,0.000141243,0.003455556,0,0.395464646,0.647455882,0.341028986,0.000949074,0,0.013815686,1.930965909,0.000505263,0.000442177,4.29E-05,0,0,0.000235849,3.00E-05,0,0.000592287,0,4.76E-05,2.734206813,2.40E-05,4.76E-06,7.09E-06,0,0,0.000394336,1.70E-05,6.13E-06,2.02E-06,0,0,0,0,0.000327715,0,0,0,6.84E-06,0,0.001089744,5.75E-06,0.000603641,0.010255319,0.000718954,0.00224359,0.003798742,0.518993939,2.167482143,0.000491525,0.00335,0.014513228,0.344181818,0.590181373,0.351004831,0.001578704,0.000826667,0.013611765,1.891791667,0.000449123,0.00042517,0.000181518,0,0,0.00413522,6.31E-05,5.56E-06,0.000727273,0,6.77E-05,3.117992701,8.15E-05,0.000202381,2.36E-05,0.000143836,5.44E-05,0.000472767,5.31E-05,0,6.06E-06,1.41E-05,0,5.81E-06,2.67E-05,3.75E-05,0,0,0,0,8.13E-06,0.002004808,0,0.000144258,0.001957447,0.000372549,0.005762821,0.006968553,0.202278788,3.841,0.000344633,0.00225,0.044328042,0.088025253,0.095264706,0.018657005,0.001027778,0.000417778,0.000521569,0.029742424,1.05E-05,0,0,1.29E-05,0.003542857,0.006962264,0,0.000211111,0,1.33E-05,1.50E-05,0.065491484,0.000129496,0.000366667,4.26E-05,0.000196347,4.08E-05,1.09E-05,4.25E-05,2.04E-05,6.06E-06,0.000417671,0,0.000325581,0,0.000395131,0,5.13E-05,0,1.71E-06,2.28E-05,0.001847756,0.000241379
GW714.34.2.12.13.02,41317,42296.78639,514.2,13.92,7.48,803,0.14,49.72,0.231,0.31427448,0,2.384885717,2.083422319,0,0.004,14.49147595,0.043327801,2.328520789,0,55.956,0.033925726,0,0,2.001661,0,60.963,0,0.037086,0.086469,0.011021,0,0,0,0,0,0,0,0.012197,0.06767,0,0,0,0,0,0,0,0.32989,0.007069,0.009913165,0.012184397,0.00027451,0.004416667,0.003654088,0.043836364,0.41025,0.000135593,0.008855556,0,0.198176768,0.244088235,0.082797101,0.000555556,0,0.029960784,4.278041667,0.003666667,0.003105442,9.90E-06,0,0,5.66E-05,3.30E-05,0,0.000151515,0,6.02E-05,0.660484185,9.59E-06,9.52E-06,7.09E-06,0,0,0.000102397,4.25E-06,1.23E-05,0,0,0,0,0,0.000411985,1.84E-06,0,1.44E-05,1.71E-06,1.63E-06,0.002096154,1.01E-05,0.013109244,0.009695035,0.000294118,0.000583333,0.001446541,0.056224242,0.504113095,0.000282486,0.008244444,0.013751323,0.164373737,0.203191176,0.081753623,0.000439815,0.00012,0.026607843,4.21675,0.003073684,0.002819728,2.31E-05,0,0,0.004078616,3.90E-05,0,0.000173554,2.67E-06,6.52E-05,0.691659367,1.20E-05,5.95E-05,7.09E-06,5.71E-05,1.81E-05,0.000111111,2.12E-05,0,0,8.03E-06,0,7.75E-06,1.90E-06,0.000187266,0,0,1.62E-05,0,1.63E-06,0.002123397,1.87E-05,0.000138655,0,4.58E-05,0.002160256,0.001100629,0.02309697,0.78022619,9.04E-05,0.002088889,0.025899471,0.048878788,0.045102941,0.002086957,0.000208333,8.89E-06,0.000341176,0.044518939,5.96E-05,0,0,0,0.003434921,0.006147799,0,6.39E-05,0,0,0,0.007493917,3.60E-05,9.05E-05,1.65E-05,6.39E-05,9.07E-06,0,1.49E-05,0,0,0.000405622,0,0.000317829,0,0.000355805,0,5.49E-05,0,6.84E-06,1.46E-05,0.00130609,0.00016092
GW271.66.2.18.13.02,41323,41824.1966,521.9,15.57,7.71,-293,0.03,49.23,0.586,0.459260687,0,1.778778584,2.725608222,0,4.15,14.9645726,0.063782169,0,0.858753976,55.17977295,0,0,0.01,4.05123,0,65.594,0,0.037906,0.286846,0.010492,0,0,0,0,0,0,0,0.062135,0.036191,0,0.012019,0,0,0,0,0,1.760589,0.003175,0.002155462,0.007283688,0.000379085,0.000724359,0.000459119,0.184836364,0.058059524,1.69E-05,0.002322222,0,0.05470202,0.311691176,0.292908213,0.001407407,0,0.074341176,21.58640909,0.000947368,0.000877551,9.24E-05,0,0.007901587,0.006842767,6.01E-06,0,0.000107438,0,0.000218045,2.373579075,2.16E-05,1.43E-05,2.36E-06,0,0,0.000348584,6.37E-06,4.09E-06,0,0,0,0,0,0.000395131,0,0,1.80E-06,0.000565812,0,0.001209936,4.31E-06,0.002851541,0.013943262,0.000562092,0.00099359,0.001628931,0.190551515,0.209875,0.000152542,0.002511111,0,0.059914141,0.313872549,0.292898551,0.00149537,8.00E-05,0.078835294,22.90175758,0.000992982,0.000846939,8.25E-05,0,0.017393651,0.012440252,1.80E-05,0,0.000115702,0,0.000258145,2.469447689,2.16E-05,5.95E-05,2.36E-06,3.65E-05,2.04E-05,0.00037037,2.34E-05,0,2.02E-06,6.02E-06,0,1.94E-06,4.57E-05,0.000131086,0,0,0,0.000353846,0,0.002535256,2.87E-06,3.92E-05,0.001808511,0.000143791,0.001673077,0.000339623,0.008393939,0.239017857,0.000214689,0.003833333,0.00384127,0.371873737,0.33654902,0.006628019,0.00024537,2.67E-05,0.001207843,0.206681818,2.81E-05,0,0,0,0.003288889,0.006213836,0,8.89E-05,0,0,3.01E-05,0.022695864,3.60E-05,1.00E-04,1.42E-05,6.39E-05,6.80E-06,2.18E-06,1.06E-05,0,2.02E-06,0.000405622,0,0.000313953,0,0.000423221,0,1.65E-05,0,1.37E-05,4.88E-06,0.00061859,0.000183908
GW715.65.2.12.13.02,41317,2008.506616,532.9,14.59,6.65,806,5.47,47.94,0.793,0.66003212,0,3.639222349,2.788081224,0,0,30.2617313,0,3.31669911,0,11.99556276,0.070021204,0,0.01,1.41027,0,39.734,0,0.027454,0.086275,0.010695,0,0,0,0,0,0.005965,0,0.013984,0.07209,0,0,0.186414,0,0,0,0,0.085461,0.009112,0.0387507,0.012950355,0.003320261,0.050070513,0.048484277,0.095539394,0.005803571,0.002305085,0.148311111,0.011100529,1.158944444,1.059955882,0.065792271,3.24E-05,0,0.014121569,1.010977273,0.001670175,0.001472789,6.60E-06,0,0,9.43E-05,0.000795796,0,0.000198347,0,2.51E-06,0.538985401,4.32E-05,2.38E-05,7.09E-06,0,0,7.84E-05,1.27E-05,1.64E-05,6.06E-06,0,0,0,0,0.00029588,0,0,5.41E-06,1.03E-05,1.63E-06,0.002120192,1.44E-06,0.051121849,0.016992908,0.009777778,0.599371795,0.60872956,0.171824242,4.14510119,0.003751412,0.17835,0.118910053,1.125494949,0.967887255,0.071207729,0.00087963,0.000995556,0.014011765,1.073818182,0.002614035,0.002391156,3.30E-06,0,0,0.004122642,0.000921922,8.33E-06,0.000212121,0,1.50E-05,0.553681265,0.000877698,0.000704762,0.000255319,0.001178082,0.00024263,0.000139434,0.000248408,0,4.04E-05,0.000106426,1.18E-05,7.75E-05,7.81E-05,1.69E-05,0,0,7.21E-06,0,2.11E-05,0.004623397,0,0.001380952,0.001042553,0.013189542,1.183583333,1.170471698,0.088854545,8.224011905,0.002576271,0.042877778,0.228497354,0.153878788,0.140382353,0.004067633,0.001666667,0.00104,0.00114902,0.008056818,0.001694737,0.001207483,0,3.24E-05,0.002755556,0.006427673,3.00E-05,0.000194444,0,2.67E-06,4.51E-05,0.013435523,0.001844125,0.001421429,0.000529551,0.0023379,0.000478458,8.93E-05,0.000456476,0.000357873,7.27E-05,0.000586345,2.37E-05,0.000443798,0,0.000256554,0,0.000102564,0,5.13E-06,5.04E-05,0.005623397,0.000110632
GW782.72.2.18.13.02,41323,1063.327032,556.5,17.49,7.52,127,2.65,51.44,0.71,0.323220998,0,4.333530798,1.567895714,0,0.004,37.21567932,0.083888337,2.899641516,0,25.62420183,4.30882591,27.97379461,0.09,2.925198,0,84.44,0,0.016682,0.310642,0.010815,0,0,0,0,0,0,0,0.008987,0.043656,0,0.012336,0,0,0,0,0,0.454231,0.00243,3.38000092,0.019488362,0.144808223,0,0.01533987,171.1036505,19.46450996,0.202952426,0.649744092,0,0,0.326761448,0,0.008897417,0.093769193,0.176777717,3.236561993,0.052930761,0.046735834,0.005181297,0.00887192,0.008782734,0.007437864,0.06487287,0.000698155,0.004898255,0,0.001271936,0,0.053756463,0.125102849,0.018375987,0.086984923,0.017349715,0.003016931,0.02294064,0.017545058,0.003150915,0.00537705,0.000618274,0.003484256,0.002006698,0.005589087,0.000415238,0,5.26E-05,0,0.000225718,0.000507087,0,3.312923383,0.100947132,0.151033253,0.184091053,0.205256602,177.0643378,14.27723833,0.225908635,0.903914564,0.060305501,0,1.399465181,0.76286884,0,0.083883622,0.164400974,5.846013092,0.052880715,0.047514958,0.012897258,0.005491139,0,0.019296841,0.106469872,0.002143268,0.005792607,0.000280089,0.00111643,0,0.043901956,0.103744192,0.016849112,0.08035677,0.020692926,0.00406681,0.021325914,0.014311006,0.002537066,0.005821534,0.000690263,0.003785137,0.000714772,0.002068891,0.000101406,0,4.21E-05,4.95E-05,0.002872329,0.004648738,0.013733822,0.014976785,0.423926357,0.026320174,0.345744359,0.354612408,9.938392315,17.37671901,0,0.629687375,0.190829013,0.750289841,0.626736236,0,0,0,0.036648917,2.360267567,0.000211876,0,0,0.000394366,0.007468805,0.012449636,0.003516325,0.002666585,0.000628919,0,0.001661634,0.01542712,0.004449181,0.005500286,0.001993641,0.00929631,0.002355685,0.00043734,0.00187842,0.001255984,0.00022122,0.000721857,9.90E-05,0.000598082,0,0.002085888,8.03E-05,0.000445749,0,0.00293195,0.005708334,0.115073572,0.008089501
GW621.21.12.17.12.02,41260,38988.65784,356.4,14.64,7.19,478,0.17,49.18,0.984,0.401701311,0,1.947050513,2.05099179,0,0.004,10.11986604,0,7.631743647,0,23.04685044,0.062042409,86.88189425,0.05,1.225243,0,71.979,0,0.02244,0.048957,0.010531,0,0,0,0,0,0.006467,0,0.010476,0.035342,0,0,0,0,0,0,0,0.102783,0.016434,0.024813292,0.023424163,0.005542572,0.012764047,0.014099666,0.106455489,0.023165586,0.001411243,0.052259744,0.013758725,0.503040016,0.537826748,0.097519195,7.98E-05,0.000236296,0.013563954,1.439443684,0.00172283,0.00153253,0,0.000147051,0.011436101,0.012022021,7.32E-05,6.99E-05,0.000834805,2.18E-05,1.17E-05,0.244697741,5.91E-05,0.000182508,2.27E-05,0.00010541,2.22E-05,5.20E-05,2.13E-05,2.94E-05,7.30E-06,3.07E-05,2.93E-06,4.38E-05,0.000925616,0.00041489,5.73E-05,0.004218657,6.46E-05,6.35E-05,2.10E-05,0.003560001,0.00020506,0.031035014,0.021255319,0.004915033,0.029897436,0.029610063,0.1418,0.248416667,0.001350282,0.057205556,0.042603175,0.377636364,0.387946078,0.052975845,0.000134259,3.11E-05,0.010917647,1.136772727,0.001305263,0.001085034,0,9.71E-06,0.001901587,0.002754717,8.41E-05,2.78E-06,0.000900826,0,5.26E-05,0.270800487,0.00040048,0.000942857,0.000163121,0.00073516,0.000165533,9.15E-05,0.000138004,0.000100204,2.02E-05,6.63E-05,7.89E-06,6.01E-05,0.000325714,8.43E-05,1.84E-06,0.001327839,4.50E-05,3.25E-05,4.72E-05,0.001158654,5.75E-05,0.000278711,0,0.002235294,0.0355,0.037893082,0.1496,0.401636905,0.001344633,0.037811111,0.095698413,0.062691919,0.055303922,0.001990338,0,0,0.002458824,0.009734848,0.000105263,7.82E-05,0,0,0.000704762,0.002534591,1.50E-05,7.78E-05,4.41E-05,0,0.000125313,0.007727494,0.000690647,0.001583333,0.000286052,0.00146347,0.000634921,0.000492375,0.000658174,0.000173824,3.84E-05,0.00010241,1.18E-05,7.56E-05,4.00E-04,0.000672285,4.60E-05,0,0,0,0.000105691,0.008820513,0.000139368
GW775.88.1.29.13.02,41303,5434.782609,583.2,19.12,7.2,159,0.97,51.2,1.02,0.254897891,0,2.206904279,1.447038916,0,0,78.416,0,5.020357165,0,35.23709294,0.095746914,0,0.03,3.384213,31.517,90.399,0,0.02762,0.205789,0.010428,0,0,0,0,0,0,0,0.021084,0.033941,0,0.009081,0.083647,0,0,0,0,0.248408,0.012634,0.001166667,0.013283688,0.001620915,0.024871795,0.025176101,0.016133333,0.006369048,0.000502825,0.006205556,0,0.28039899,0.431053922,0.210521739,0.000231481,0,0.01774902,3.229890152,0.003782456,0.00344898,0.000561056,0,0,0.000264151,3.00E-05,0,0.000506887,0,5.76E-05,1.756781022,1.68E-05,2.38E-06,4.73E-06,0,0,0.000259259,1.27E-05,6.13E-06,0,0,0,0,0,0.000297753,0,0,1.62E-05,1.03E-05,0,0.001227564,0,0.001516807,0.031503546,0.002856209,0.038403846,0.042433962,0.043721212,1.195910714,0.001101695,0.013961111,0.015126984,0.318126263,0.449622549,0.215724638,0.000574074,0.000368889,0.017901961,3.134742424,0.003821053,0.003391156,0.000366337,0,0,0.004292453,7.81E-05,1.94E-05,0.000887052,1.87E-05,0.000110276,1.855029197,0.000203837,0.00042381,6.38E-05,0.000276256,7.03E-05,0.000287582,6.37E-05,0,1.01E-05,2.21E-05,5.92E-06,2.33E-05,9.90E-05,4.68E-05,0,0,2.16E-05,8.55E-06,2.11E-05,0.005020833,0,5.18E-05,0.030205674,0.001424837,0.029134615,0.028981132,0.060248485,2.060244048,0.001327684,0.025316667,0.042650794,0.216474747,0.20025,0.008661836,0.000527778,0.000213333,0.001666667,0.071515152,0.000185965,3.74E-05,0,0,0.004961905,0.007657233,0,0.000266667,0.00022314,0,0.000142857,0.030189781,0.000455635,0.000942857,0.000132388,0.000607306,0.000106576,2.61E-05,0.000125265,7.16E-05,1.62E-05,0.000445783,5.92E-06,0.000344961,0,0.000488764,0,5.86E-05,0,1.20E-05,7.32E-05,0.006753205,0.000442529
GW314.97.2.19.13.02,41324,71124.76371,602.7,14.69,7.37,364,0.23,66.74,0.736,0.552569614,0,3.83901883,2.582451961,0,0,9.554554858,0,8.377727017,0,34.62577758,0.140647191,0,0.02,3.113183,0,91.458,0,0.033604,0.118151,0.010516,0,0,0,0,0,0,0,0.064432,0.035724,0,0,0.041565,0,0,0,0,0.184737,0.004178,0.005219888,0.012269504,0.00469281,0.027192308,0.026081761,0.447793939,0.007803571,0.000638418,0.014561111,0,0.347636364,0.357186275,0.064391304,7.87E-05,0,0.027482353,1.961992424,0.006266667,0.005612245,0,0,0,9.43E-05,0.000228228,0,0.00061157,0,5.01E-05,0.493822384,4.80E-05,9.05E-05,2.13E-05,0,0,8.06E-05,3.18E-05,3.68E-05,8.08E-06,0,1.97E-06,0,5.71E-06,0.000299625,0,0,9.01E-06,1.71E-05,0.000219512,0.001573718,0,0.006886555,0.023014184,0.004921569,0.028108974,0.027194969,0.456284848,0.051589286,0.000824859,0.01405,0.004195767,0.27540404,0.280323529,0.065323671,8.80E-05,0.000471111,0.028878431,1.979901515,0.00654386,0.005880952,1.32E-05,0,0,0.003811321,0.000207207,0,0.000663912,1.33E-05,5.01E-05,0.514824818,5.04E-05,0.000109524,2.60E-05,0.000139269,2.95E-05,8.06E-05,4.46E-05,0,1.01E-05,2.81E-05,5.92E-06,2.71E-05,0.000133333,1.12E-05,0,0,1.26E-05,0,0.000234146,0.002713141,0,8.68E-05,1.42E-05,0.000130719,0.001070513,0,0.008060606,0.129595238,3.95E-05,0.002355556,0.007439153,0.045308081,0.041303922,0.001647343,5.56E-05,0,0.000403922,0.025439394,0.000112281,0,0,1.29E-05,0.003971429,0.006896226,0,7.22E-05,0,0,0,0.005875912,5.04E-05,8.10E-05,2.13E-05,0.000109589,1.81E-05,0,2.34E-05,6.13E-06,4.04E-06,0.000411647,0,0.000319767,0,0.000402622,0,7.33E-06,0,0,8.13E-06,0.000375,0.00016092
GW198.41.2.11.13.02,41316,52693.76181,468.2,16.1,6.06,258,3.48,30.18,0.861,0.266511673,0,2.907152015,1.258842406,0,0.02,73.664,0,5.828612953,0,19.36803002,0.081854734,0,0.001,0.316569,32.038,37.011,0,0,0,0,0,0,0,0,0,0,0,0,0.008431,0,0,0,0,0,0,0,0.012267,0,0.001361345,0.006787234,0.001143791,0.00875641,0.008861635,0.310509091,0.011041667,0.000711864,0.079572222,0.036121693,0.877489899,0.919406863,0.177111111,9.72E-05,0,0.031882353,1.493530303,0.000659649,0.000547619,1.65E-05,0,0,9.43E-05,0.000312312,0,0.000170799,0,9.77E-05,1.453087591,0.000316547,0.000142857,0.000148936,0.000285388,0,0.000285403,0.000278132,0.000280164,5.86E-05,3.61E-05,1.97E-05,0,0,0.000327715,0,0,0,5.81E-05,1.79E-05,0.001775641,5.75E-06,0.002022409,0.005836879,0.001888889,0.012141026,0.014446541,1.475115152,0.288535714,0.003615819,0.174438889,0.137,0.832358586,0.830916667,0.181072464,0.000226852,0.000444444,0.029760784,1.421579545,0.000491228,0.000435374,2.64E-05,0,0,0.004232704,0.000606607,0,0.000187328,0,0.000115288,1.56976399,0.001045564,0.002161905,0.000600473,0.003445205,0.001015873,0.000481481,0.001061571,0.000259714,0.00020404,0.000514056,6.51E-05,0.000356589,0.000104762,5.99E-05,0,0,5.41E-06,3.42E-05,4.07E-05,0.005266026,0.000140805,0.000408964,0.006411348,0.000823529,0.014538462,0.013465409,1.679236364,0.546875,0.005350282,0.31365,0.293529101,0.326136364,0.330176471,0.042449275,0.000611111,0.000444444,0.001729412,0.019655303,0.00014386,1.02E-05,0,0,0.0026,0.006534591,0.000594595,1.00E-04,0,0,7.77E-05,0.14683455,0.001573141,0.005028571,0.000973995,0.00519863,0.001637188,0.000392157,0.001592357,0.001355828,0.000260606,0.00112249,9.47E-05,0.000761628,0,0.000470037,0,1.65E-05,0,2.05E-05,4.23E-05,0.005535256,0.000308908
GW763.23.1.22.13.02,41296,26228.73346,699.5,17.11,6.65,-13,0.13,76.24,2.091,0.343023527,0.648831539,4.212253593,1.383900072,0,0.009,49.45252854,0.223606406,0,0,1.182048537,0,0,2.55,1.113354,0,94.557,0,0,0.051032,0.01043,0,0,0,0,0,0,0,0,0.091339,0,0,0.507826,0,0,0,0,0.229236,0.002705,0.005254095,0.038263226,0.000304094,9.57E-05,0.001140976,9.739246721,0.075272943,0.000462066,0.005679649,0.012600395,0.289842984,0.374486804,0.130077793,1.62E-05,5.54E-05,0.074506806,3.770469684,0.001635635,0.001469787,0,0.000603441,0.003759527,0.004452675,3.51E-05,5.13E-06,0.000336047,0,0.000165039,0.37975416,7.35E-07,0,0,5.63E-07,1.54E-06,8.06E-05,8.59E-07,0,0,0,4.05E-09,0,0.001210767,0.000484858,3.55E-05,0.002939031,4.41E-05,6.06E-05,0,0.011761583,7.98E-05,0.005833333,0.037950355,0.000385621,8.97E-05,0.035930818,9.583024242,77.71841667,0.001129944,0.004344444,0.023968254,0.292166667,0.340514706,0.087280193,0.019388889,0.004053333,0.060290196,2.812598485,0.000978947,0.000802721,0,0.000530744,0.001507937,0.002066038,6.31E-05,0,0.000523416,0,0.00016792,0.436111922,0.000215827,0.000680952,5.91E-05,0.000267123,4.08E-05,0.000104575,6.16E-05,4.09E-05,8.08E-06,3.01E-05,1.97E-06,1.94E-05,0.000937143,0.000185393,1.66E-05,0.001551282,3.06E-05,3.93E-05,4.39E-05,0.016578526,9.20E-05,0.001180672,0,0.000418301,0,0.07409434,3.519975758,192.9,0.001463277,0,0.04168254,0.435676768,0.406397059,0.024555556,0.050115741,0,0.000352941,0.054897727,6.67E-05,4.76E-05,0,2.91E-05,0.000266667,0.001811321,5.41E-05,3.33E-05,0.00037741,0,7.52E-06,0.099790754,0.000460432,0.001497619,0.000144208,0.000885845,0.00047619,0.000481481,0.000552017,9.41E-05,2.22E-05,5.82E-05,7.89E-06,3.68E-05,0.000579048,0.000589888,2.21E-05,0,3.60E-06,0,0.000104065,0.014440705,9.63E-05
GW056.87.1.8.13.02,41282,22684.31002,784.1,12.87,6.87,-14,0.66,47.57,0.743,0.426920194,0,1.375421828,1.899396452,0,0.029,61.139,0,2.564170711,0,15.03036468,0.047942551,0,0.2,3.029706,38.77,65.466,0,0.018913,0.084255,0.010476,0,0,0,0,0,0.021873,0,0.018343,0.063156,0,0,0.139115,0,0.024656,0,0,0.132627,0.007304,0.005851742,0.017163933,0.003395127,0.741489592,0.716031395,0.005950982,0.010015884,0.000663845,0.48888507,0.011105591,0.39417916,0.465219172,0.127645264,0.000150031,0,0.08988813,1.673271758,0.074340831,0.066454853,0,0.000466547,0.003474778,0.004440246,0.004337186,0.000306413,0.001663678,0,0.00020557,0.364263123,5.17E-06,0,0,2.63E-06,3.79E-06,7.23E-05,2.46E-06,0,0,0,0,2.84E-06,0.001141215,0.000263078,3.40E-05,0.003288889,4.60E-05,0.000162897,1.77E-05,0.009387085,0.000121335,0.006740896,0.025886525,0.02154902,2.606814103,2.537314465,1.09390303,7.685845238,0.013096045,0.918405556,0.148566138,0.424055556,0.449980392,0.07915942,0.002282407,0.002844444,0.078509804,1.432401515,0.0578,0.051248299,0,1.29E-05,0.00127619,0.002641509,0.013288288,0.000911111,0.001958678,5.33E-06,0.000401003,0.418892944,0.004568345,0.009104762,0.001160757,0.004210046,0.000897959,0.000172113,0.000802548,0.000662577,0.000105051,0.000323293,3.55E-05,0.000228682,0.000782857,0.000142322,2.21E-05,0.002007326,5.59E-05,0.00014188,0.000712195,0.028759615,0.000172414,0.001334734,0.013021277,0.031104575,3.348929487,3.34427044,2.597915152,17.17158929,0.030084746,1.283283333,0.334619048,0.592762626,0.537098039,0.016241546,0.002296296,0.002502222,0.006827451,0.04932197,0.004368421,0.003802721,3.30E-06,1.29E-05,0.000257143,0.002716981,0.019021021,0.000977778,0.000415978,0,0.000463659,0.059508516,0.008666667,0.018254762,0.002333333,0.008182648,0.002040816,0.000607843,0.001881104,0.001269939,0.000216162,0.000600402,7.10E-05,0.000391473,0.000584762,0.00061985,3.87E-05,0,0,3.76E-05,0.001429268,0.045988782,0.000461207
